,0,coordinates,latitude,longitude,lat_long,coord_tuple
141,HOUGANG ST 61,"{'address_components': [{'long_name': 'Hougang Street 61', 'short_name': 'Hougang St. 61', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Hougang St. 61, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3749246, 'lng': 103.8877566}, 'southwest': {'lat': 1.3741759, 'lng': 103.8849477}}, 'location': {'lat': 1.3747019, 'lng': 103.8863784}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.375899230291502, 'lng': 103.8877566}, 'southwest': {'lat': 1.373201269708498, 'lng': 103.8849477}}}, 'place_id': 'ChIJU_RvbEYW2jERztxde-Y36Wk', 'types': ['route']}",1.3747019,103.8863784,1.3747019%2C103.8863784,"[None, None]"
142,HOUGANG ST 11,"{'address_components': [{'long_name': 'Hougang Street 11', 'short_name': 'Hougang St 11', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Hougang St 11, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3532854, 'lng': 103.8826824}, 'southwest': {'lat': 1.350917, 'lng': 103.8774273}}, 'location': {'lat': 1.3519335, 'lng': 103.8801928}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.353450180291502, 'lng': 103.8826824}, 'southwest': {'lat': 1.350752219708498, 'lng': 103.8774273}}}, 'place_id': 'ChIJtePo1KQX2jERSeC-ieNcKtM', 'types': ['route']}",1.3519335,103.8801928,1.3519335%2C103.8801928,"[None, None]"
143,HOUGANG AVE 7,"{'address_components': [{'long_name': 'Hougang Avenue 7', 'short_name': 'Hougang Ave 7', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Hougang Ave 7, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.374259, 'lng': 103.901349}, 'southwest': {'lat': 1.3613766, 'lng': 103.8940996}}, 'location': {'lat': 1.3673872, 'lng': 103.8992095}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.374259, 'lng': 103.901349}, 'southwest': {'lat': 1.3613766, 'lng': 103.8940996}}}, 'place_id': 'ChIJc83E6DMW2jERbFvkxPGJphI', 'types': ['route']}",1.3673872,103.8992095,1.3673872%2C103.8992095,"[None, None]"
144,HOUGANG AVE 4,"{'address_components': [{'long_name': 'Hougang Avenue 4', 'short_name': 'Hougang Ave 4', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Hougang Ave 4, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.37962, 'lng': 103.8926497}, 'southwest': {'lat': 1.3660894, 'lng': 103.883951}}, 'location': {'lat': 1.3713668, 'lng': 103.8879925}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.37962, 'lng': 103.8926497}, 'southwest': {'lat': 1.3660894, 'lng': 103.883951}}}, 'place_id': 'ChIJAej8f0gW2jERXMqr6sihlTQ', 'types': ['route']}",1.3713668,103.8879925,1.3713668%2C103.8879925,"[None, None]"
145,HOUGANG AVE 2,"{'address_components': [{'long_name': 'Hougang Avenue 2', 'short_name': 'Hougang Ave 2', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Hougang Ave 2, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3696866, 'lng': 103.8911999}, 'southwest': {'lat': 1.365512, 'lng': 103.8788769}}, 'location': {'lat': 1.3681714, 'lng': 103.884852}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3696866, 'lng': 103.8911999}, 'southwest': {'lat': 1.365512, 'lng': 103.8788769}}}, 'place_id': 'ChIJfwOkDkwW2jERpSpCrQcy9Uw', 'types': ['route']}",1.3681714,103.884852,1.3681714%2C103.884852,"[None, None]"
146,LOR AH SOO,"{'address_components': [{'long_name': 'Lorong Ah Soo', 'short_name': 'Lor Ah Soo', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Lor Ah Soo, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3532262, 'lng': 103.8911999}, 'southwest': {'lat': 1.3503313, 'lng': 103.8788769}}, 'location': {'lat': 1.3514894, 'lng': 103.8848211}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3532262, 'lng': 103.8911999}, 'southwest': {'lat': 1.3503313, 'lng': 103.8788769}}}, 'place_id': 'ChIJ4UZ20bsX2jERgMY88sQgQ98', 'types': ['route']}",1.3514894,103.8848211,1.3514894%2C103.8848211,"[None, None]"
147,HOUGANG ST 92,"{'address_components': [{'long_name': 'Hougang Street 92', 'short_name': 'Hougang St. 92', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Hougang St. 92, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3752391, 'lng': 103.8817764}, 'southwest': {'lat': 1.3726039, 'lng': 103.8781521}}, 'location': {'lat': 1.3732079, 'lng': 103.8796857}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.375270480291502, 'lng': 103.8817764}, 'southwest': {'lat': 1.372572519708498, 'lng': 103.8781521}}}, 'place_id': 'ChIJGYciT0UW2jERnODyHl7-r2c', 'types': ['route']}",1.3732079,103.8796857,1.3732079%2C103.8796857,"[None, None]"
148,HOUGANG ST 52,"{'address_components': [{'long_name': 'Hougang Street 52', 'short_name': 'Hougang St 52', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Hougang St 52, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3775394, 'lng': 103.8899313}, 'southwest': {'lat': 1.3758479, 'lng': 103.8888439}}, 'location': {'lat': 1.3767515, 'lng': 103.8894006}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.378042630291502, 'lng': 103.8907365802915}, 'southwest': {'lat': 1.375344669708498, 'lng': 103.8880386197085}}}, 'place_id': 'ChIJjbXoFUcW2jERTQi0jbgV12U', 'types': ['route']}",1.3767515,103.8894006,1.3767515%2C103.8894006,"[None, None]"
149,HOUGANG AVE 10,"{'address_components': [{'long_name': 'Hougang Avenue 10', 'short_name': 'Hougang Ave 10', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Hougang Ave 10, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3795466, 'lng': 103.8969993}, 'southwest': {'lat': 1.367287, 'lng': 103.8854007}}, 'location': {'lat': 1.3730673, 'lng': 103.8918396}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3795466, 'lng': 103.8969993}, 'southwest': {'lat': 1.367287, 'lng': 103.8854007}}}, 'place_id': 'ChIJQ2G_BDgW2jERfKeAo_wz0CU', 'types': ['route']}",1.3730673,103.8918396,1.3730673%2C103.8918396,"[None, None]"
150,HOUGANG ST 51,"{'address_components': [{'long_name': 'Hougang Street 51', 'short_name': 'Hougang St 51', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Hougang St 51, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3807729, 'lng': 103.8897501}, 'southwest': {'lat': 1.3766635, 'lng': 103.8844946}}, 'location': {'lat': 1.3801872, 'lng': 103.8878715}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3807729, 'lng': 103.8897501}, 'southwest': {'lat': 1.3766635, 'lng': 103.8844946}}}, 'place_id': 'ChIJ2-oFP0EW2jERIGHOAf-765I', 'types': ['route']}",1.3801872,103.8878715,1.3801872%2C103.8878715,"[None, None]"
151,UPP SERANGOON RD,"{'address_components': [{'long_name': 'Upper Serangoon Road', 'short_name': 'Upper Serangoon Rd', 'types': ['route']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Upper Serangoon Rd, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3824384, 'lng': 103.9085989}, 'southwest': {'lat': 1.3275685, 'lng': 103.8680047}}, 'location': {'lat': 1.3576474, 'lng': 103.8824703}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3824384, 'lng': 103.9085989}, 'southwest': {'lat': 1.3275685, 'lng': 103.8680047}}}, 'place_id': 'ChIJv4zG-7kX2jERiDoiCSSCqi8', 'types': ['route']}",1.3576474,103.8824703,1.3576474%2C103.8824703,"[None, None]"
152,HOUGANG CTRL,"{'address_components': [{'long_name': 'Hougang Central Interchange', 'short_name': 'Hougang Central Interchange', 'types': ['bus_station', 'establishment', 'point_of_interest', 'transit_station']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '538757', 'short_name': '538757', 'types': ['postal_code']}], 'formatted_address': 'Hougang Central Interchange, Singapore 538757', 'geometry': {'location': {'lat': 1.3711415, 'lng': 103.8926156}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.372429230291502, 'lng': 103.8939647302915}, 'southwest': {'lat': 1.369731269708498, 'lng': 103.8912667697085}}}, 'partial_match': True, 'place_id': 'ChIJ2Wt5SjYW2jERwfBXTrNg6_w', 'plus_code': {'compound_code': '9VCV+F2 Singapore', 'global_code': '6PH59VCV+F2'}, 'types': ['bus_station', 'establishment', 'point_of_interest', 'transit_station']}",1.3711415,103.8926156,1.3711415%2C103.8926156,"[None, None]"
153,HOUGANG ST 91,"{'address_components': [{'long_name': 'Hougang Street 91', 'short_name': 'Hougang Street 91', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Hougang Street 91, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3774198, 'lng': 103.8846758}, 'southwest': {'lat': 1.3749525, 'lng': 103.8796018}}, 'location': {'lat': 1.3771029, 'lng': 103.8821387}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.377535130291502, 'lng': 103.8846758}, 'southwest': {'lat': 1.374837169708498, 'lng': 103.8796018}}}, 'place_id': 'ChIJ0Vcq-EQW2jERKNJg5o-veQQ', 'types': ['route']}",1.3771029,103.8821387,1.3771029%2C103.8821387,"[None, None]"
154,BUANGKOK LINK,"{'address_components': [{'long_name': 'Buangkok Link', 'short_name': 'Buangkok Link', 'types': ['route']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Buangkok Link, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3860682, 'lng': 103.8854007}, 'southwest': {'lat': 1.3790468, 'lng': 103.8803266}}, 'location': {'lat': 1.3826691, 'lng': 103.8820525}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3860682, 'lng': 103.8854007}, 'southwest': {'lat': 1.3790468, 'lng': 103.8803266}}}, 'place_id': 'ChIJV1f_6EIW2jER8kdnJ-YNqWQ', 'types': ['route']}",1.3826691,103.8820525,1.3826691%2C103.8820525,"[None, None]"
155,HOUGANG ST 31,"{'address_components': [{'long_name': 'Hougang Street 31', 'short_name': 'Hougang Street 31', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Hougang Street 31, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3639093, 'lng': 103.8908374}, 'southwest': {'lat': 1.3619987, 'lng': 103.8886627}}, 'location': {'lat': 1.36277, 'lng': 103.8895561}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.364302980291502, 'lng': 103.8910990302915}, 'southwest': {'lat': 1.361605019708498, 'lng': 103.8884010697085}}}, 'place_id': 'ChIJl9QKLrUX2jERIIv5XRJtEy0', 'types': ['route']}",1.36277,103.8895561,1.36277%2C103.8895561,"[None, None]"
156,PANDAN GDNS,"{'address_components': [{'long_name': 'Pandan Gardens', 'short_name': 'Pandan Gardens', 'types': ['route']}, {'long_name': 'Jurong East', 'short_name': 'Jurong East', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Pandan Gardens, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3218269, 'lng': 103.7506397}, 'southwest': {'lat': 1.3177153, 'lng': 103.7448466}}, 'location': {'lat': 1.3202807, 'lng': 103.7478726}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3218269, 'lng': 103.7506397}, 'southwest': {'lat': 1.3177153, 'lng': 103.7448466}}}, 'place_id': 'ChIJ-y8iC6Ma2jER9m4xIt5bF5U', 'types': ['route']}",1.3202807,103.7478726,1.3202807%2C103.7478726,"[None, None]"
157,TEBAN GDNS RD,"{'address_components': [{'long_name': 'Teban Gardens Road', 'short_name': 'Teban Gardens Rd', 'types': ['route']}, {'long_name': 'Jurong East', 'short_name': 'Jurong East', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Teban Gardens Rd, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3239259, 'lng': 103.7455707}, 'southwest': {'lat': 1.3199684, 'lng': 103.7376055}}, 'location': {'lat': 1.3219153, 'lng': 103.7416108}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3239259, 'lng': 103.7455707}, 'southwest': {'lat': 1.3199684, 'lng': 103.7376055}}}, 'place_id': 'ChIJLYG_BaYa2jERt7lTJnDcFSs', 'types': ['route']}",1.3219153,103.7416108,1.3219153%2C103.7416108,"[None, None]"
158,JURONG EAST ST 24,"{'address_components': [{'long_name': 'Jurong East Street 24', 'short_name': 'Jurong East St 24', 'types': ['route']}, {'long_name': 'Jurong East', 'short_name': 'Jurong East', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Jurong East St 24, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3435437, 'lng': 103.7419501}, 'southwest': {'lat': 1.3413328, 'lng': 103.7383296}}, 'location': {'lat': 1.3434443, 'lng': 103.7401856}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.343787230291502, 'lng': 103.7419501}, 'southwest': {'lat': 1.341089269708498, 'lng': 103.7383296}}}, 'place_id': 'ChIJFQCS3RkQ2jERBojZpzSkCZQ', 'types': ['route']}",1.3434443,103.7401856,1.3434443%2C103.7401856,"[None, None]"
159,JURONG EAST ST 21,"{'address_components': [{'long_name': 'Jurong East Street 21', 'short_name': 'Jurong East Street 21', 'types': ['route']}, {'long_name': 'Jurong East', 'short_name': 'Jurong East', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Jurong East Street 21, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3417899, 'lng': 103.7477431}, 'southwest': {'lat': 1.332362, 'lng': 103.7376055}}, 'location': {'lat': 1.3369679, 'lng': 103.7433629}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3417899, 'lng': 103.7477431}, 'southwest': {'lat': 1.332362, 'lng': 103.7376055}}}, 'place_id': 'ChIJtdqpMxAQ2jERygKh8nPtxBw', 'types': ['route']}",1.3369679,103.7433629,1.3369679%2C103.7433629,"[None, None]"
160,JURONG EAST AVE 1,"{'address_components': [{'long_name': 'Jurong East Avenue 1', 'short_name': 'Jurong East Ave 1', 'types': ['route']}, {'long_name': 'Jurong East', 'short_name': 'Jurong East', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Jurong East Ave 1, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3518068, 'lng': 103.7433983}, 'southwest': {'lat': 1.3400031, 'lng': 103.7274686}}, 'location': {'lat': 1.3441277, 'lng': 103.7347086}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3518068, 'lng': 103.7433983}, 'southwest': {'lat': 1.3400031, 'lng': 103.7274686}}}, 'place_id': 'ChIJpzGYpBgQ2jERbanIIOyY15k', 'types': ['route']}",1.3441277,103.7347086,1.3441277%2C103.7347086,"[None, None]"
161,JURONG EAST ST 13,"{'address_components': [{'long_name': 'Jurong East Street 13', 'short_name': 'Jurong East St 13', 'types': ['route']}, {'long_name': 'Jurong East', 'short_name': 'Jurong East', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Jurong East St 13, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.338592, 'lng': 103.7390537}, 'southwest': {'lat': 1.3347548, 'lng': 103.7339851}}, 'location': {'lat': 1.3370334, 'lng': 103.7372944}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.338592, 'lng': 103.7390537}, 'southwest': {'lat': 1.3347548, 'lng': 103.7339851}}}, 'place_id': 'ChIJVcv1gBsQ2jERkyYg-UKpN-M', 'types': ['route']}",1.3370334,103.7372944,1.3370334%2C103.7372944,"[None, None]"
162,JURONG EAST ST 32,"{'address_components': [{'long_name': 'Jurong East Street 32', 'short_name': 'Jurong East Street 32', 'types': ['route']}, {'long_name': 'Jurong East', 'short_name': 'Jurong East', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Jurong East Street 32, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3482777, 'lng': 103.7347091}, 'southwest': {'lat': 1.3444518, 'lng': 103.7310888}}, 'location': {'lat': 1.3470214, 'lng': 103.7338564}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3482777, 'lng': 103.7347091}, 'southwest': {'lat': 1.3444518, 'lng': 103.7310888}}}, 'place_id': 'ChIJ23m32yEQ2jER5mREuq0QXRk', 'types': ['route']}",1.3470214,103.7338564,1.3470214%2C103.7338564,"[None, None]"
163,TOH GUAN RD,"{'address_components': [{'long_name': 'Toh Guan Road', 'short_name': 'Toh Guan Rd', 'types': ['route']}, {'long_name': 'Jurong East', 'short_name': 'Jurong East', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Toh Guan Rd, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3411791, 'lng': 103.7491914}, 'southwest': {'lat': 1.3306046, 'lng': 103.7426742}}, 'location': {'lat': 1.3363443, 'lng': 103.7475947}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3411791, 'lng': 103.7491914}, 'southwest': {'lat': 1.3306046, 'lng': 103.7426742}}}, 'place_id': 'ChIJiSs4-Q0Q2jER6LOKAfXrPoE', 'types': ['route']}",1.3363443,103.7475947,1.3363443%2C103.7475947,"[None, None]"
164,JURONG WEST ST 93,"{'address_components': [{'long_name': 'Jurong West Street 93', 'short_name': 'Jurong West Street 93', 'types': ['route']}, {'long_name': 'Jurong West', 'short_name': 'Jurong West', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Jurong West Street 93, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3414727, 'lng': 103.694891}, 'southwest': {'lat': 1.3347149, 'lng': 103.690186}}, 'location': {'lat': 1.3381307, 'lng': 103.6930683}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3414727, 'lng': 103.694891}, 'southwest': {'lat': 1.3347149, 'lng': 103.690186}}}, 'place_id': 'ChIJm60bwpoP2jERFdWItasL8oo', 'types': ['route']}",1.3381307,103.6930683,1.3381307%2C103.6930683,"[None, None]"
165,BOON LAY AVE,"{'address_components': [{'long_name': 'Boon Lay Avenue', 'short_name': 'Boon Lay Ave', 'types': ['route']}, {'long_name': 'Jurong West', 'short_name': 'Jurong West', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Boon Lay Ave, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3504331, 'lng': 103.7133507}, 'southwest': {'lat': 1.3437178, 'lng': 103.7064733}}, 'location': {'lat': 1.3470152, 'lng': 103.7103715}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3504331, 'lng': 103.7133507}, 'southwest': {'lat': 1.3437178, 'lng': 103.7064733}}}, 'place_id': 'ChIJ2TjC6sEP2jERrksaCZECeuc', 'types': ['route']}",1.3470152,103.7103715,1.3470152%2C103.7103715,"[None, None]"
166,HO CHING RD,"{'address_components': [{'long_name': 'Ho Ching Road', 'short_name': 'Ho Ching Rd', 'types': ['route']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Ho Ching Rd, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3345525, 'lng': 103.7251155}, 'southwest': {'lat': 1.3342482, 'lng': 103.7227172}}, 'location': {'lat': 1.3344034, 'lng': 103.7240884}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.335749330291502, 'lng': 103.7252653302915}, 'southwest': {'lat': 1.333051369708498, 'lng': 103.7225673697085}}}, 'place_id': 'ChIJW5ppiPwP2jERnmWjkMoJU1U', 'types': ['route']}",1.3344034,103.7240884,1.3344034%2C103.7240884,"[None, None]"
167,BOON LAY DR,"{'address_components': [{'long_name': 'Boon Lay Drive', 'short_name': 'Boon Lay Dr', 'types': ['route']}, {'long_name': 'Jurong West', 'short_name': 'Jurong West', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Boon Lay Dr, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3485583, 'lng': 103.7162465}, 'southwest': {'lat': 1.341064, 'lng': 103.7071972}}, 'location': {'lat': 1.3438613, 'lng': 103.712868}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3485583, 'lng': 103.7162465}, 'southwest': {'lat': 1.341064, 'lng': 103.7071972}}}, 'place_id': 'ChIJh1AsdOkP2jEReq-eagAINEc', 'types': ['route']}",1.3438613,103.712868,1.3438613%2C103.712868,"[None, None]"
168,TAO CHING RD,"{'address_components': [{'long_name': 'Tao Ching Road', 'short_name': 'Tao Ching Rd', 'types': ['route']}, {'long_name': 'Jurong West', 'short_name': 'Jurong West', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Tao Ching Rd, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3330857, 'lng': 103.725025}, 'southwest': {'lat': 1.332784, 'lng': 103.723215}}, 'location': {'lat': 1.332941, 'lng': 103.7240581}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.334283830291502, 'lng': 103.7254689802915}, 'southwest': {'lat': 1.331585869708498, 'lng': 103.7227710197085}}}, 'place_id': 'ChIJvebHE_wP2jER95DJsLm39cw', 'types': ['route']}",1.332941,103.7240581,1.332941%2C103.7240581,"[None, None]"
